scheme_code,scheme_name,date,nav
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-21,73.2486
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-23,73.6503
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-26,73.3386
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-27,73.0935
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-28,72.5483
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-29,72.0206
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-10-30,71.6218
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-02,71.4862
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-03,71.5724
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-04,71.391
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-05,70.6411
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-06,70.6282
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-09,70.2785
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-10,69.1398
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-13,68.9503
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-16,69.341
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-17,69.6111
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-18,68.6769
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-19,69.6547
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-20,69.7788
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-23,69.7127
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-24,69.5568
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-26,70.014
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-27,70.5318
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-11-30,70.462
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-01,70.6368
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-02,70.4316
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-03,69.8376
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-04,69.1129
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-07,68.9669
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-08,68.4033
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-09,67.6129
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-10,68.2342
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-11,67.5934
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-14,67.9431
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-15,68.3896
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-16,68.8255
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-17,69.6517
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-18,68.9248
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-21,69.5653
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-22,69.1396
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-23,69.8448
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-24,69.8011
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-28,70.3629
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-29,70.3974
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-30,70.1063
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2015-12-31,70.5487
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-01,70.6948
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-04,69.1795
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-05,69.1231
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-06,68.736
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-07,67.2103
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-08,67.4973
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-11,67.1643
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-12,66.6936
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-13,67.1459
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-14,66.9181
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-15,66.0419
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-18,65.2714
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-19,66.0116
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-20,64.9005
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-21,64.622
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-22,65.9067
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-25,66.0345
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-27,66.0524
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-28,65.9366
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-01-29,67.1596
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-01,67.0854
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-02,66.2049
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-03,65.379
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-04,65.7518
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-05,66.5076
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-08,65.6091
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-09,64.8255
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-10,64.0968
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-11,61.9803
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-12,62.0174
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-15,63.6229
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-16,62.6128
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-17,63.1462
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-18,63.8796
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-19,64.0458
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-22,64.2573
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-23,63.1509
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-24,62.3482
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-25,61.9238
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-26,62.4452
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-02-29,62.065
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-01,64.1393
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-02,65.4276
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-03,66.3728
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-04,66.4562
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-08,66.455
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-09,66.8677
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-10,66.4641
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-11,66.6756
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-14,67.0121
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-15,66.3188
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-16,66.6701
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-17,66.8365
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-18,67.6523
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-21,68.5547
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-22,68.648
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-23,68.6684
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-28,67.7564
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-29,67.5971
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-30,68.8099
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-03-31,68.8237
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-01,68.6003
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-04,68.9988
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-05,67.6148
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-06,67.7131
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-07,67.11
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-08,67.1868
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-11,68.2162
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-12,68.548
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-13,69.8016
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-18,70.3675
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-20,70.3667
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-21,70.3429
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-22,70.229
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-25,69.8339
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-26,70.7873
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-27,70.9395
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-28,69.7629
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-04-29,69.7851
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-02,69.396
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-03,68.8743
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-04,68.5158
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-05,68.7789
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-06,68.7602
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-09,69.932
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-10,70.1237
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-11,69.7789
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-12,70.2339
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-13,69.4776
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-16,69.881
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-17,70.145
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-18,69.9612
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-19,69.1902
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-20,68.8904
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-23,68.7231
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-24,68.8801
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-25,70.527
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-26,71.7272
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-27,72.5005
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-30,72.8193
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-05-31,72.6541
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-01,72.8314
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-02,73.1777
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-03,73.2107
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-06,73.0763
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-07,73.6549
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-08,73.7145
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-09,73.1689
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-10,72.8701
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-13,72.3397
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-14,72.3245
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-15,73.1895
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-16,72.6827
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-17,72.9437
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-20,73.5475
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-21,73.3827
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-22,73.2548
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-23,73.8514
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-24,72.2355
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-27,72.2853
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-28,72.5788
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-29,73.3005
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-06-30,74.0437
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-01,74.4037
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-04,74.7802
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-05,74.471
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-07,74.5073
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-08,74.376
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-11,75.6614
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-12,76.1335
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-13,76.1185
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-14,76.5259
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-15,76.3685
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-18,76.0826
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-19,76.2589
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-20,76.5906
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-21,76.1097
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-22,76.3862
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-25,77.2384
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-26,76.8366
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-27,77.0603
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-28,77.5407
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-07-29,77.2915
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-01,77.2723
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-02,77.1553
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-03,76.4586
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-04,76.5136
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-05,77.6894
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-08,77.9394
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-09,77.6468
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-10,76.7349
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-11,76.8891
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-12,77.603
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-16,77.3355
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-17,77.1695
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-18,77.6441
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-19,77.5865
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-22,77.247
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-23,77.2773
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-24,77.4344
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-25,76.9149
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-26,76.7381
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-29,77.0484
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-30,78.2709
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-08-31,78.6651
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-01,78.5614
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-02,78.8733
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-06,80.0656
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-07,79.8504
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-08,80.1628
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-09,79.3948
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-12,78.0465
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-14,78.146
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-15,78.2976
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-16,78.6294
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-19,78.8824
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-20,78.5912
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-21,78.6017
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-22,79.4096
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-23,79.0878
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-26,78.1152
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-27,77.9657
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-28,78.3116
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-29,76.9338
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-09-30,77.1107
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-03,78.2413
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-04,78.5179
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-05,78.2924
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-06,77.9847
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-07,77.8772
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-10,77.975
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-13,76.7616
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-14,76.8505
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-17,76.2865
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-18,77.6902
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-19,77.5216
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-20,77.8804
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-21,77.8764
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-24,78.0241
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-25,77.8657
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-26,77.1873
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-27,77.194
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-10-28,77.396
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-01,77.3036
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-02,76.3007
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-03,76.0599
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-04,75.6021
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-07,76.1656
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-08,76.5796
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-09,75.5834
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-10,76.4222
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-11,74.3729
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-15,72.6933
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-16,72.7205
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-17,72.4371
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-18,72.3837
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-21,71.0857
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-22,71.7337
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-23,72.0097
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-24,71.404
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-25,72.7331
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-28,72.8447
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-29,72.9807
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-11-30,73.7162
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-01,73.4357
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-02,72.4866
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-05,72.8598
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-06,72.9874
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-07,72.62
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-08,73.9105
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-09,74.0415
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-12,73.2281
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-13,73.6823
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-14,73.3308
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-15,73.0729
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-16,72.9457
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-19,72.63
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-20,72.4332
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-21,72.2441
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-22,71.5113
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-23,71.5693
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-26,70.8754
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-27,71.9844
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-28,72.0012
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-29,72.6145
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2016-12-30,73.3474
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-02,73.2891
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-03,73.4019
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-04,73.3858
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-05,74.1266
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-06,73.8584
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-09,73.7875
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-10,74.255
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-11,75.0679
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-12,75.3041
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-13,75.2422
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-16,75.3513
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-17,75.2186
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-18,75.3873
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-19,75.5476
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-20,74.7816
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-23,75.1639
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-24,75.9161
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-25,77.0493
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-27,77.3906
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-30,77.2976
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-01-31,76.6569
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-01,78.053
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-02,78.2254
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-03,78.2852
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-06,78.8216
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-07,78.5431
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-08,78.5495
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-09,78.6328
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-10,78.7672
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-13,78.8689
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-14,78.7568
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-15,78.1683
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-16,78.6593
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-17,79.0487
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-20,79.5618
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-21,79.8175
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-22,79.9871
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-23,80.0994
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-27,79.7133
119063,HDFC Index Fund Nifty 50 Plan - Direct Growth,2017-02-28,79.585
